oIMDb,rIMDb,Original Budget,Original Box Office US/CA,Original Box Office Worldwide,Original Length,Original Rating,Original Director Names,Original Director Links,Original Cast Names,Original Cast Links,Original Awards,Remade Budget,Remade Box Office US/CA,Remade Box Office Worldwide,Remade Length,Remade Rating,Remade Director Names,Remade Director Links,Remade Cast Names,Remade Cast Links,Remade Awards
tt2659414,tt10431500,,,"$82,101,723",2h 7m,8.1,Hwan-kyung Lee,['https://www.imdb.com/name/nm1085908/'],"Seung-ryong Ryu, Kal So-won, Dal-su Oh","['https://www.imdb.com/name/nm2440627/', 'https://www.imdb.com/name/nm5493512/', 'https://www.imdb.com/name/nm1367681/']","Most Popular Actress
Park Shin-Hye, Daesang Grand Award
Seung-ryong Ryu, Best Film, Best Actor
Seung-ryong Ryu, Best Supporting Actor
Dal-su Oh, Best New Actress
Kal So-won, Best Supporting Actress
Park Shin-Hye, Best Screenplay
Hwang-seong Kim

Hwan-kyung Lee

Young-seok Kim",,,"$17,163,660",2h 12m,8.2,Mehmet Ada Öztekin,['https://www.imdb.com/name/nm3133017/'],"Aras Bulut Iynemli, Nisa Sofiya Aksongur, Deniz Baysal","['https://www.imdb.com/name/nm4199420/', 'https://www.imdb.com/name/nm9651809/', 'https://www.imdb.com/name/nm4335569/']","Best Movie, Best Actress (Movie)
Deniz Baysal, Best Actor (Movie)
Aras Bulut Iynemli"
tt2659414,tt11799822,,,"$82,101,723",2h 7m,8.1,Hwan-kyung Lee,['https://www.imdb.com/name/nm1085908/'],"Seung-ryong Ryu, Kal So-won, Dal-su Oh","['https://www.imdb.com/name/nm2440627/', 'https://www.imdb.com/name/nm5493512/', 'https://www.imdb.com/name/nm1367681/']","Most Popular Actress
Park Shin-Hye, Daesang Grand Award
Seung-ryong Ryu, Best Film, Best Actor
Seung-ryong Ryu, Best Supporting Actor
Dal-su Oh, Best New Actress
Kal So-won, Best Supporting Actress
Park Shin-Hye, Best Screenplay
Hwang-seong Kim

Hwan-kyung Lee

Young-seok Kim",,,,2h 25m,7.8,Hanung Bramantyo,['https://www.imdb.com/name/nm2538739/'],"Vino G. Bastian, Graciella Abigail, Mawar Eva de Jongh","['https://www.imdb.com/name/nm2534580/', 'https://www.imdb.com/name/nm11115137/', 'https://www.imdb.com/name/nm9762527/']","Best Actor
Vino G. Bastian, Best Adapted Screenplay
Alim Sudio, Best Editing
Sentot Sahid, Best Sound
Wahyu Tri Purnomo

Syaf Fadrulsyah"
tt0037077,tt0052141,,,,1h 38m,7.6,Preston Sturges,['https://www.imdb.com/name/nm0002545/'],"Eddie Bracken, Betty Hutton, Diana Lynn","['https://www.imdb.com/name/nm0102787/', 'https://www.imdb.com/name/nm0002149/', 'https://www.imdb.com/name/nm0528658/']","Best Writing, Original Screenplay
Preston Sturges",,,,1h 43m,6.6,Frank Tashlin,['https://www.imdb.com/name/nm0850895/'],"Jerry Lewis, Marilyn Maxwell, Connie Stevens","['https://www.imdb.com/name/nm0001471/', 'https://www.imdb.com/name/nm0561765/', 'https://www.imdb.com/name/nm0828328/']",
tt0039628,tt0070395,,,$527,1h 36m,7.9,George Seaton,['https://www.imdb.com/name/nm0780833/'],"Edmund Gwenn, Maureen O'Hara, John Payne","['https://www.imdb.com/name/nm0350324/', 'https://www.imdb.com/name/nm0000058/', 'https://www.imdb.com/name/nm0668361/']","Best Actor in a Supporting Role
Edmund Gwenn, Best Writing, Original Story
Valentine Davies, Best Writing, Screenplay
George Seaton, Best Picture
Twentieth Century Fox",,,,1h 40m,5.8,Fielder Cook,['https://www.imdb.com/name/nm0177034/'],"Sebastian Cabot, Jane Alexander, David Hartman","['https://www.imdb.com/name/nm0001982/', 'https://www.imdb.com/name/nm0000737/', 'https://www.imdb.com/name/nm0366934/']",
tt0039628,tt0110527,,,$527,1h 36m,7.9,George Seaton,['https://www.imdb.com/name/nm0780833/'],"Edmund Gwenn, Maureen O'Hara, John Payne","['https://www.imdb.com/name/nm0350324/', 'https://www.imdb.com/name/nm0000058/', 'https://www.imdb.com/name/nm0668361/']","Best Actor in a Supporting Role
Edmund Gwenn, Best Writing, Original Story
Valentine Davies, Best Writing, Screenplay
George Seaton, Best Picture
Twentieth Century Fox",,"$17,320,136","$46,264,384",1h 54m,6.6,Les Mayfield,['https://www.imdb.com/name/nm0562645/'],"Richard Attenborough, Elizabeth Perkins, Dylan McDermott","['https://www.imdb.com/name/nm0000277/', 'https://www.imdb.com/name/nm0001610/', 'https://www.imdb.com/name/nm0001518/']","Best Supporting Actor
Richard Attenborough"
tt0010466,tt0023228,"$120,000 (estimated)",,,1h 20m,6.8,George Loane Tucker,['https://www.imdb.com/name/nm0875869/'],"Thomas Meighan, Betty Compson, Lon Chaney","['https://www.imdb.com/name/nm0576762/', 'https://www.imdb.com/name/nm0173993/', 'https://www.imdb.com/name/nm0151606/']",,,,,1h 25m,6.6,Norman Z. McLeod,['https://www.imdb.com/name/nm0572851/'],"Sylvia Sidney, Chester Morris, Robert Coogan","['https://www.imdb.com/name/nm0796662/', 'https://www.imdb.com/name/nm0606431/', 'https://www.imdb.com/name/nm0176851/']",
tt3516378,tt4344878,,,"$58,940,254",2h 4m,7.2,Hwang Dong-hyuk,['https://www.imdb.com/name/nm1375363/'],"Shim Eun-kyung, Moon-hee Na, In-hwan Park","['https://www.imdb.com/name/nm2987726/', 'https://www.imdb.com/name/nm0618520/', 'https://www.imdb.com/name/nm0661845/']","Best Actress
Shim Eun-kyung, Best Screenplay
Dong-ik Shin

Yoon-jeong Hong

Hee-seon Dong, Most Popular Actress
Shim Eun-kyung",,"$234,573","$59,396,311",2h 11m,6.5,Leste Chen,['https://www.imdb.com/name/nm1970591/'],"Zishan Yang, Ah-Lei Gua, Bo-lin Chen","['https://www.imdb.com/name/nm4339355/', 'https://www.imdb.com/name/nm0013833/', 'https://www.imdb.com/name/nm1250939/']","Favorite Actor
Han Lu, Best Actress
Zishan Yang, Best Newcomer
Han Lu"
tt3516378,tt5265702,,,"$58,940,254",2h 4m,7.2,Hwang Dong-hyuk,['https://www.imdb.com/name/nm1375363/'],"Shim Eun-kyung, Moon-hee Na, In-hwan Park","['https://www.imdb.com/name/nm2987726/', 'https://www.imdb.com/name/nm0618520/', 'https://www.imdb.com/name/nm0661845/']","Best Actress
Shim Eun-kyung, Best Screenplay
Dong-ik Shin

Yoon-jeong Hong

Hee-seon Dong, Most Popular Actress
Shim Eun-kyung",,"$71,775","$3,810,429",2h 7m,6.9,Phan Gia Nhat Linh,['https://www.imdb.com/name/nm2941309/'],"Hong-Anh, Vi Van Hua, Ngo Kien Huy","['https://www.imdb.com/name/nm0393201/', 'https://www.imdb.com/name/nm3740724/', 'https://www.imdb.com/name/nm7755029/']",
tt0064990,tt0218922,"$1,600,000 (estimated)","$33,725","$33,725",2h 3m,6.9,François Truffaut,['https://www.imdb.com/name/nm0000076/'],"Catherine Deneuve, Jean-Paul Belmondo, Nelly Borgeaud","['https://www.imdb.com/name/nm0000366/', 'https://www.imdb.com/name/nm0000901/', 'https://www.imdb.com/name/nm0096501/']",,"$42,000,000 (estimated)","$16,534,221","$35,402,320",1h 56m,6.0,Michael Cristofer,['https://www.imdb.com/name/nm0188165/'],"Antonio Banderas, Angelina Jolie, Thomas Jane","['https://www.imdb.com/name/nm0000104/', 'https://www.imdb.com/name/nm0001401/', 'https://www.imdb.com/name/nm0005048/']","Worst Actress
Angelina Jolie

            For 
        Lara Croft: Tomb Raider"
tt0031604,tt0095654,,,,1h 18m,6.0,Robert Florey,['https://www.imdb.com/name/nm0282984/'],"Akim Tamiroff, Lloyd Nolan, Mary Boland","['https://www.imdb.com/name/nm0848667/', 'https://www.imdb.com/name/nm0634313/', 'https://www.imdb.com/name/nm0092683/']",,"$20,000,000 (estimated)","$11,444,204","$11,444,204",1h 43m,6.0,Paul Mazursky,['https://www.imdb.com/name/nm0005196/'],"Richard Dreyfuss, Raul Julia, Sonia Braga","['https://www.imdb.com/name/nm0000377/', 'https://www.imdb.com/name/nm0000471/', 'https://www.imdb.com/name/nm0000968/']","Best Performance by an Actress in a Supporting Role in a Motion Picture
Sonia Braga, Best Performance by an Actor in a Supporting Role in a Motion Picture
Raul Julia"
tt0036172,tt0061170,,,,1h 44m,7.7,George Stevens,['https://www.imdb.com/name/nm0828419/'],"Jean Arthur, Joel McCrea, Charles Coburn","['https://www.imdb.com/name/nm0000795/', 'https://www.imdb.com/name/nm0566948/', 'https://www.imdb.com/name/nm0002013/']","Best Actor in a Supporting Role
Charles Coburn, Best Picture
Columbia, Best Actress in a Leading Role
Jean Arthur, Best Director
George Stevens, Best Writing, Original Story
Frank Ross

Robert Russell, Best Writing, Screenplay
Richard Flournoy

Lewis R. Foster

Frank Ross

Robert Russell",,"$9,810,000",,1h 54m,6.6,Charles Walters,['https://www.imdb.com/name/nm0910199/'],"Cary Grant, Samantha Eggar, Jim Hutton","['https://www.imdb.com/name/nm0000026/', 'https://www.imdb.com/name/nm0002058/', 'https://www.imdb.com/name/nm0001380/']",
tt0246772,tt0481141,,"$4,160,475","$9,852,022",1h 49m,7.2,Sandra Nettelbeck,['https://www.imdb.com/name/nm0626686/'],"Martina Gedeck, Maxime Foerste, Sergio Castellitto","['https://www.imdb.com/name/nm0311476/', 'https://www.imdb.com/name/nm0283815/', 'https://www.imdb.com/name/nm0144812/']","New Directors Competition
Sandra Nettelbeck
(director)","$28,000,000 (estimated)","$43,107,979","$92,601,050",1h 44m,6.3,Scott Hicks,['https://www.imdb.com/name/nm0382956/'],"Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin","['https://www.imdb.com/name/nm0001876/', 'https://www.imdb.com/name/nm0001173/', 'https://www.imdb.com/name/nm1113550/']","Best Performance in a Feature Film - Leading Young Actress
Abigail Breslin"
tt0081186,tt1434435,"$150,000 (estimated)",,,1h 31m,5.3,Charles Kaufman,['https://www.imdb.com/name/nm0442104/'],"Tiana Pierce, Nancy Hendrickson, Deborah Luce","['https://www.imdb.com/name/nm0682484/', 'https://www.imdb.com/name/nm0376796/', 'https://www.imdb.com/name/nm0524404/']","Best Film
Charles Kaufman","$11,000,000 (estimated)",,"$863,044",1h 52m,6.2,Darren Lynn Bousman,['https://www.imdb.com/name/nm1135423/'],"Rebecca De Mornay, Jaime King, Shawn Ashmore","['https://www.imdb.com/name/nm0000360/', 'https://www.imdb.com/name/nm0454809/', 'https://www.imdb.com/name/nm0039162/']",
tt0040613,tt0091541,,,,1h 34m,7.2,H.C. Potter,['https://www.imdb.com/name/nm0693281/'],"Cary Grant, Myrna Loy, Melvyn Douglas","['https://www.imdb.com/name/nm0000026/', 'https://www.imdb.com/name/nm0001485/', 'https://www.imdb.com/name/nm0002048/']","Best Written American Comedy
Norman Panama

Melvin Frank","$18,500,000 (estimated)","$37,499,651","$54,999,651",1h 31m,6.4,Richard Benjamin,['https://www.imdb.com/name/nm0000907/'],"Tom Hanks, Shelley Long, Alexander Godunov","['https://www.imdb.com/name/nm0000158/', 'https://www.imdb.com/name/nm0001480/', 'https://www.imdb.com/name/nm0324231/']",
tt0027996,tt0280590,"$800,000 (estimated)",,"$8,362",1h 55m,7.8,Frank Capra,['https://www.imdb.com/name/nm0001008/'],"Gary Cooper, Jean Arthur, George Bancroft","['https://www.imdb.com/name/nm0000011/', 'https://www.imdb.com/name/nm0000795/', 'https://www.imdb.com/name/nm0051628/']","Best Director
Frank Capra, Best Picture
Columbia, Best Actor in a Leading Role
Gary Cooper, Best Writing, Screenplay
Robert Riskin, Best Sound, Recording
John P. Livadary
(Columbia SSD)","$50,000,000 (estimated)","$126,293,452","$171,269,535",1h 36m,5.8,Steven Brill,['https://www.imdb.com/name/nm0109359/'],"Adam Sandler, Winona Ryder, John Turturro","['https://www.imdb.com/name/nm0001191/', 'https://www.imdb.com/name/nm0000213/', 'https://www.imdb.com/name/nm0001806/']","Most Performed Song from a Motion Picture
Dave Matthews


For the song ""Where Are You Going""."
tt0031679,tt0075754,"$1,900,000 (estimated)","$144,738","$144,738",2h 9m,8.1,Frank Capra,['https://www.imdb.com/name/nm0001008/'],"James Stewart, Jean Arthur, Claude Rains","['https://www.imdb.com/name/nm0000071/', 'https://www.imdb.com/name/nm0000795/', 'https://www.imdb.com/name/nm0001647/']","Best Writing, Original Story
Lewis R. Foster, Best Picture
Columbia, Best Actor in a Leading Role
James Stewart, Best Actor in a Supporting Role
Harry Carey, Best Actor in a Supporting Role
Claude Rains, Best Director
Frank Capra, Best Writing, Screenplay
Sidney Buchman, Best Art Direction
Lionel Banks, Best Sound, Recording
John P. Livadary
(Columbia SSD), Best Film Editing
Gene Havlick

Al Clark, Best Music, Scoring
Dimitri Tiomkin",,,,2h 35m,4.5,Tom Laughlin,['https://www.imdb.com/name/nm0490871/'],"Tom Laughlin, Delores Taylor, E.G. Marshall","['https://www.imdb.com/name/nm0490871/', 'https://www.imdb.com/name/nm0852255/', 'https://www.imdb.com/name/nm0550855/']",
tt0120762,tt4566758,"$90,000,000 (estimated)","$120,620,254","$304,320,254",1h 27m,7.6,"Tony Bancroft, Barry Cook","['https://www.imdb.com/name/nm0051643/', 'https://www.imdb.com/name/nm0176905/']","Ming-Na Wen, Eddie Murphy, BD Wong","['https://www.imdb.com/name/nm0001840/', 'https://www.imdb.com/name/nm0000552/', 'https://www.imdb.com/name/nm0000703/']","Best Music, Original Musical or Comedy Score
Matthew Wilder
(music)

David Zippel
(lyrics)

Jerry Goldsmith
(orchestral score)","$200,000,000 (estimated)",,"$69,965,374",1h 55m,5.7,Niki Caro,['https://www.imdb.com/name/nm0138927/'],"Liu Yifei, Donnie Yen, Gong Li","['https://www.imdb.com/name/nm1703577/', 'https://www.imdb.com/name/nm0947447/', 'https://www.imdb.com/name/nm0000084/']","Best Achievement in Visual Effects
Sean Andrew Faden
(as Sean Faden)

Anders Langlands

Seth Maury

Steve Ingram, Best Achievement in Costume Design
Bina Daigeler"
tt0023245,tt0120616,"$196,000 (estimated)",,,1h 13m,7.0,Karl Freund,['https://www.imdb.com/name/nm0005713/'],"Boris Karloff, Zita Johann, David Manners","['https://www.imdb.com/name/nm0000472/', 'https://www.imdb.com/name/nm0423685/', 'https://www.imdb.com/name/nm0543115/']","Best DVD/Blu-Ray Collection
            For 
        The Mummy's Hand
            , 
        The Mummy's Tomb
            , 
        The Mummy's Curse
            , 
        The Mummy's Ghost
            and 
        Abbott and Costello Meet the Mummy

As a part of the ""The Mummy Complete Legacy Collection"".","$80,000,000 (estimated)","$155,385,488","$415,933,406",2h 4m,7.1,Stephen Sommers,['https://www.imdb.com/name/nm0814085/'],"Brendan Fraser, Rachel Weisz, John Hannah","['https://www.imdb.com/name/nm0000409/', 'https://www.imdb.com/name/nm0001838/', 'https://www.imdb.com/name/nm0001314/']","Best Sound
Leslie Shatz

Chris Carpenter

Rick Kline

Chris Munro"
tt0023245,tt2345759,"$196,000 (estimated)",,,1h 13m,7.0,Karl Freund,['https://www.imdb.com/name/nm0005713/'],"Boris Karloff, Zita Johann, David Manners","['https://www.imdb.com/name/nm0000472/', 'https://www.imdb.com/name/nm0423685/', 'https://www.imdb.com/name/nm0543115/']","Best DVD/Blu-Ray Collection
            For 
        The Mummy's Hand
            , 
        The Mummy's Tomb
            , 
        The Mummy's Curse
            , 
        The Mummy's Ghost
            and 
        Abbott and Costello Meet the Mummy

As a part of the ""The Mummy Complete Legacy Collection"".","$125,000,000 (estimated)","$80,227,895","$409,231,607",1h 50m,5.4,Alex Kurtzman,['https://www.imdb.com/name/nm0476064/'],"Tom Cruise, Sofia Boutella, Annabelle Wallis","['https://www.imdb.com/name/nm0000129/', 'https://www.imdb.com/name/nm1154749/', 'https://www.imdb.com/name/nm1834115/']","Sequel or Remake That Shouldn't Have Been Made, Most Egregious Age Difference Between the Leading Man and the Love Interest
Tom Cruise

Annabelle Wallis

Sarah Wright

            For 
        American Made"
tt0374887,tt0408181,,"$48,772","$3,137,716",2h 36m,8.1,Rajkumar Hirani,['https://www.imdb.com/name/nm0386246/'],"Sanjay Dutt, Arshad Warsi, Gracy Singh","['https://www.imdb.com/name/nm0004569/', 'https://www.imdb.com/name/nm0451174/', 'https://www.imdb.com/name/nm0961737/']","Best Debut Director - Movie
Rajkumar Hirani, Best Editing - Movie
Rajkumar Hirani, Best Film
Vidhu Vinod Chopra

Vinod Chopra Productions, Best Actor - Movie
Sanjay Dutt, Best Director - Movie
Rajkumar Hirani, Best Actor In A Supporting Role - Movie
Arshad Warsi, Best Screenplay - Movie
Vidhu Vinod Chopra

Lajan Joseph

Rajkumar Hirani, Best Cinematography - Movie
Binod Pradhan","₹120,000,000 (estimated)",,,2h 54m,7.6,Jayant Paranji,['https://www.imdb.com/name/nm0419680/'],"Chiranjeevi, Meka Srikanth, Sonali Bendre","['https://www.imdb.com/name/nm0158112/', 'https://www.imdb.com/name/nm9013042/', 'https://www.imdb.com/name/nm0007114/']","Best Actor
Chiranjeevi, Best Supporting Actor
Meka Srikanth"
tt0021165,tt0021128,,,,1h 44m,6.3,Alfred Hitchcock,['https://www.imdb.com/name/nm0000033/'],"Herbert Marshall, Norah Baring, Phyllis Konstam","['https://www.imdb.com/name/nm0003339/', 'https://www.imdb.com/name/nm0054689/', 'https://www.imdb.com/name/nm0042496/']",,,,,1h 18m,5.8,Alfred Hitchcock,['https://www.imdb.com/name/nm0000033/'],"Alfred Abel, Olga Tschechowa, Paul Graetz","['https://www.imdb.com/name/nm0002154/', 'https://www.imdb.com/name/nm0874781/', 'https://www.imdb.com/name/nm0333675/']",
tt0056262,tt0056262,"$4,240,000 (estimated)",,,2h 31m,7.8,Morton DaCosta,['https://www.imdb.com/name/nm0196536/'],"Robert Preston, Shirley Jones, Buddy Hackett","['https://www.imdb.com/name/nm0696481/', 'https://www.imdb.com/name/nm0429250/', 'https://www.imdb.com/name/nm0004983/']","Best Music, Scoring of Music, Adaptation or Treatment
Ray Heindorf, Best Picture
Morton DaCosta, Best Art Direction-Set Decoration, Color
Paul Groesse

George James Hopkins, Best Costume Design, Color
Dorothy Jeakins, Best Sound
George Groves
(Warner Bros. SSD), Best Film Editing
William H. Ziegler","$4,240,000 (estimated)",,,2h 31m,7.8,Morton DaCosta,['https://www.imdb.com/name/nm0196536/'],"Robert Preston, Shirley Jones, Buddy Hackett","['https://www.imdb.com/name/nm0696481/', 'https://www.imdb.com/name/nm0429250/', 'https://www.imdb.com/name/nm0004983/']","Best Music, Scoring of Music, Adaptation or Treatment
Ray Heindorf, Best Picture
Morton DaCosta, Best Art Direction-Set Decoration, Color
Paul Groesse

George James Hopkins, Best Costume Design, Color
Dorothy Jeakins, Best Sound
George Groves
(Warner Bros. SSD), Best Film Editing
William H. Ziegler"
tt0082782,tt1179891,"CA$2,300,000 (estimated)","$5,672,031","$5,672,031",1h 30m,6.2,George Mihalka,['https://www.imdb.com/name/nm0586198/'],"Paul Kelman, Lori Hallier, Neil Affleck","['https://www.imdb.com/name/nm0446986/', 'https://www.imdb.com/name/nm0356590/', 'https://www.imdb.com/name/nm0012682/']",George Mihalka,"$15,000,000 (estimated)","$51,545,952","$100,734,718",1h 41m,5.4,Patrick Lussier,['https://www.imdb.com/name/nm0527261/'],"Jensen Ackles, Jaime King, Kerr Smith","['https://www.imdb.com/name/nm0010075/', 'https://www.imdb.com/name/nm0454809/', 'https://www.imdb.com/name/nm0005445/']",Best Makeup
tt0110612,tt0110612,,"$25,479,558","$25,479,558",1h 30m,5.5,Steve Miner,['https://www.imdb.com/name/nm0591171/'],"Gérard Depardieu, Katherine Heigl, Dalton James","['https://www.imdb.com/name/nm0000367/', 'https://www.imdb.com/name/nm0001337/', 'https://www.imdb.com/name/nm0416390/']","Best Performance by a Young Actress Starring in a Motion Picture
Katherine Heigl",,"$25,479,558","$25,479,558",1h 30m,5.5,Steve Miner,['https://www.imdb.com/name/nm0591171/'],"Gérard Depardieu, Katherine Heigl, Dalton James","['https://www.imdb.com/name/nm0000367/', 'https://www.imdb.com/name/nm0001337/', 'https://www.imdb.com/name/nm0416390/']","Best Performance by a Young Actress Starring in a Motion Picture
Katherine Heigl"
tt0029284,tt0217055,,,,1h 28m,7.3,Garson Kanin,['https://www.imdb.com/name/nm0437717/'],"Irene Dunne, Cary Grant, Randolph Scott","['https://www.imdb.com/name/nm0002050/', 'https://www.imdb.com/name/nm0000026/', 'https://www.imdb.com/name/nm0000068/']","Best Writing, Original Story
Leo McCarey

Bella Spewack

Sam Spewack, Best Art Direction, Black-and-White
Van Nest Polglase

Mark-Lee Kirk, Best Music, Original Score
Roy Webb",,,,37m,,George Cukor,['https://www.imdb.com/name/nm0002030/'],"Marilyn Monroe, Dean Martin, Cyd Charisse","['https://www.imdb.com/name/nm0000054/', 'https://www.imdb.com/name/nm0001509/', 'https://www.imdb.com/name/nm0001998/']",
tt0029284,tt0057329,,,,1h 28m,7.3,Garson Kanin,['https://www.imdb.com/name/nm0437717/'],"Irene Dunne, Cary Grant, Randolph Scott","['https://www.imdb.com/name/nm0002050/', 'https://www.imdb.com/name/nm0000026/', 'https://www.imdb.com/name/nm0000068/']","Best Writing, Original Story
Leo McCarey

Bella Spewack

Sam Spewack, Best Art Direction, Black-and-White
Van Nest Polglase

Mark-Lee Kirk, Best Music, Original Score
Roy Webb","$3,350,000 (estimated)",,,1h 43m,6.9,Michael Gordon,['https://www.imdb.com/name/nm0330456/'],"Doris Day, James Garner, Polly Bergen","['https://www.imdb.com/name/nm0000013/', 'https://www.imdb.com/name/nm0001258/', 'https://www.imdb.com/name/nm0000917/']","Best Actress - International
Doris Day"
